Key|Singular|Plural|Category|THACO|AC|MV|HD|#AT|Damage (long)|Damage (short)|SA|SD|MR|Special|Size|Int|Alignment|Psionic|Attack/Defense Modes|Frequency|No. Appearing|% in Lair|Treasure Type|Level|XP
rhinoceros_woolly|Woolly Rhinoceros|Woolly Rhinoceroses|Rhinoceros|10|5|12"|10|1|2--12|2--12|Charge (4--24); Trample (2--8 per forefoot)|Nil|Standard|Charge and trample|L|Animal|Neutral|Nil|Nil|Common|1--4|Nil|Nil|VII|1350\+14/hp
roc|Roc|||7|4|3"/30"|18|2 or 1|3--18\?3--18 or 4--24|2\x3--18 or 4--24|Nil|Nil|Standard|Maximum damage 36 with two talon attacks|L (60'+ wingspread)|Animal|Neutral|Nil|Nil|Rare|1--2|10\%|C|VIII|5000\+25/hp
roper|Roper|||10\?9|0|3"|10--12|1|5--20|5--20|Six strands cause weakness and drag victims 10' per round|Stalagmite or cavern-floor disguise|80\%|AC 0; Six weakness-causing strands; Disguise; MR 80\%|L (9' long, 3' diameter)|Exceptional|Chaotic Evil|Nil|Nil|Rare|1--3|90\%|20--80 pp and 5--20 gems (35\%)|VIII|(by HD)
roper_10hd|Roper|||10|0|3"|10|1|5--20|5--20|Six strands cause weakness and drag victims 10' per round|Stalagmite or cavern-floor disguise|80\%|AC 0; Six weakness-causing strands; Disguise; MR 80\%|L (9' long, 3' diameter)|Exceptional|Chaotic Evil|Nil|Nil|Rare|1--3|90\%|20--80 pp and 5--20 gems (35\%)|VIII|3450\+14/hp
roper_11hd|Roper|||10|0|3"|11|1|5--20|5--20|Six strands cause weakness and drag victims 10' per round|Stalagmite or cavern-floor disguise|80\%|AC 0; Six weakness-causing strands; Disguise; MR 80\%|L (9' long, 3' diameter)|Exceptional|Chaotic Evil|Nil|Nil|Rare|1--3|90\%|20--80 pp and 5--20 gems (35\%)|VIII|5100\+16/hp
roper_12hd|Roper|||9|0|3"|12|1|5--20|5--20|Six strands cause weakness and drag victims 10' per round|Stalagmite or cavern-floor disguise|80\%|AC 0; Six weakness-causing strands; Disguise; MR 80\%|L (9' long, 3' diameter)|Exceptional|Chaotic Evil|Nil|Nil|Rare|1--3|90\%|20--80 pp and 5--20 gems (35\%)|VIII|5100\+16/hp
rot_grub|Rot Grub|||-|9|1"|\sfrac{1}{8}|0|Nil|Nil|Burrows into flesh and kills in 1--3 turns|Nil|Standard|Lethal burrowing infestation|S|Non-|Neutral|Nil|Nil|Rare|5--20|Nil|Nil|II|30\+1/hp
rust_monster|Rust Monster|||15|2|18"|5|2|Nil|Nil|Antennae corrode metal; Magic items have 10\% survival chance per plus|Metal weapons striking it corrode|Standard|Metal corrosion by antennae or striking weapons|M|Animal|Neutral|Nil|Nil|Uncommon|1--2|10\%|Q (\x10)|V|290\+5/hp
sahuagin|Sahuagin|Sahuagin||10--16\?19|1--5|12"//24"|1--10+10|1--7|By weapon or natural attacks|By weapon or natural attacks|Nets, unarmed multiattack, cleric spells and leader damage multipliers by role|Keen underwater sight and hearing|Standard|Nets, unarmed multiattack, spells and leader damage by role; Keen underwater senses|M (some L)|High to Genius|Lawful Evil|Nil|Nil|Uncommon|20--80|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|I--VII|(by role)
sahuagin_hatchling|Sahuagin Hatchling||Sahuagin|19|5|12"//24"|1|1|By weapon or natural attack|By weapon or natural attack|Nil|Keen underwater sight and hearing|Standard|Keen underwater senses|S|High|Lawful Evil|Nil|Nil|Uncommon|10--40|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|I|10\+1/hp
sahuagin_female|Female Sahuagin|Female Sahuagin|Sahuagin|16|5|12"//24"|2|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Nets, unarmed multiattack; Keen underwater senses|M|High|Lawful Evil|Nil|Nil|Uncommon|30--120|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|I|20\+2/hp
sahuagin_standard|Sahuagin|Sahuagin|Sahuagin|16|5|12"//24"|2+2|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Nets, unarmed multiattack; Keen underwater senses|M|High|Lawful Evil|Nil|Nil|Uncommon|20--80|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|II|35\+3/hp
sahuagin_mutant|Mutant Sahuagin|Mutant Sahuagin|Sahuagin|16|4|12"//24"|2+4|2 or 5 or 7|By weapon or 1--2\?1--2\?1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 4\x1--2\?3\x1--4|Two weapon attacks or 5--7 natural attacks|Keen underwater sight and hearing|Standard|Four-armed combat; Keen underwater senses|L|High|Lawful Evil|Nil|Nil|Uncommon|1 per 100 males|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|II|50\+3/hp
sahuagin_guard|Sahuagin Guard||Sahuagin|16|5|12"//24"|3+3|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Enhanced leader combat; Keen underwater senses|L|Very|Lawful Evil|Nil|Nil|Uncommon|9 per baron|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|III|85\+4/hp
sahuagin_lieutenant|Sahuagin Lieutenant||Sahuagin|16|5|12"//24"|3+3|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Enhanced leader combat; Keen underwater senses|L|Very|Lawful Evil|Nil|Nil|Uncommon|1 per 10 sahuagin|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|III|85\+4/hp
sahuagin_chieftain|Sahuagin Chieftain||Sahuagin|15|4|12"//24"|4+4|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Enhanced leader combat; Keen underwater senses|L|Very|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|III|130\+5/hp
sahuagin_baron|Sahuagin Baron||Sahuagin|13|3|12"//24"|6+6|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Enhanced leader combat; Keen underwater senses|L|Exceptional|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|V|350\+8/hp
sahuagin_noble|Sahuagin Noble||Sahuagin|13|3|12"//24"|6+6|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Enhanced leader combat; Keen underwater senses|L|Exceptional|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|V|350\+8/hp
sahuagin_prince|Sahuagin Prince||Sahuagin|12|3|12"//24"|8+8|2 or 5 or 7|Double damage: by weapon or 1--2\?1--2\?1--2\?1--2\?1--4\?1--4\?1--4|Double damage|Double damage; Two weapon attacks or 5--7 natural attacks|Keen underwater sight and hearing|Standard|Four-armed double-damage combat; Keen underwater senses|L|Genius|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|VI|900\+12/hp
sahuagin_king|Sahuagin King||Sahuagin|10|1|12"//24"|10+10|2 or 5 or 7|Triple damage: by weapon or 1--2\?1--2\?1--2\?1--2\?1--4\?1--4\?1--4|Triple damage|Triple damage; Two weapon attacks or 5--7 natural attacks|Keen underwater sight and hearing|Standard|Four-armed triple-damage combat, maximum damage 60; Keen underwater senses|L|Genius|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|VII|1950\+14/hp
sahuagin_cleric_3rd|3rd-Level Sahuagin Cleric||Sahuagin|16|5|12"//24"|3|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Spells as a 3rd-level cleric; Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Minor cleric spells, nets and unarmed multiattack; Keen underwater senses|M to L|Very|Lawful Evil|Nil|Nil|Uncommon|1--4|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|III|85\+4/hp
sahuagin_cleric_4th|4th-Level Sahuagin Cleric||Sahuagin|16|5|12"//24"|4|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Spells as a 4th-level cleric; Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Minor cleric spells, nets and unarmed multiattack; Keen underwater senses|M to L|Very|Lawful Evil|Nil|Nil|Uncommon|1--4|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|III|130\+5/hp
sahuagin_cleric_5th|5th-Level Sahuagin Cleric||Sahuagin|16|5|12"//24"|5|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Spells as a 5th-level cleric; Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Cleric spell use, nets and unarmed multiattack; Keen underwater senses|M to L|Very|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|V|275\+6/hp
sahuagin_cleric_6th|6th-Level Sahuagin Cleric||Sahuagin|16|5|12"//24"|6|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Spells as a 6th-level cleric; Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Cleric spell use, nets and unarmed multiattack; Keen underwater senses|M to L|Very|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|V|400\+8/hp
sahuagin_cleric_7th|7th-Level Sahuagin Cleric||Sahuagin|16|5|12"//24"|7|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Spells as a 7th-level cleric; Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Cleric spell use, nets and unarmed multiattack; Keen underwater senses|M to L|Very|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|VI|650\+10/hp
sahuagin_cleric_8th|8th-Level Sahuagin Cleric||Sahuagin|16|5|12"//24"|8|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Spells as an 8th-level cleric; Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Cleric spell use, nets and unarmed multiattack; Keen underwater senses|M to L|Very|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|VI|1000\+12/hp
sahuagin_cleric_9th|9th-Level Sahuagin Cleric||Sahuagin|16|5|12"//24"|9|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Spells as a 9th-level cleric; Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Cleric spell use, nets and unarmed multiattack; Keen underwater senses|M to L|Very|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|VII|1500\+14/hp
sahuagin_high_priestess|Sahuagin High Priestess||Sahuagin|16|5|12"//24"|9|1 or 3 or 5|By weapon or 1--2\?1--2\?1--4\?1--4\?1--4|By weapon or 2\x1--2\?3\x1--4|Spells as a 9th-level cleric; Nets; Unarmed claw, bite and rake routine|Keen underwater sight and hearing|Standard|Cleric spell use, nets and unarmed multiattack; Keen underwater senses|M to L|Very|Lawful Evil|Nil|Nil|Uncommon|1|25\%|Individuals N; I, O, P, Q (\x10), X, Y in lair|VII|1500\+14/hp
salamander|Salamander|||12|5\,(3)|9"|7+7|2|By weapon\?2--12|By weapon\?2--12|Weapon heat inflicts equal damage; Tail constricts for 2--12 plus 1--6 heat|+1 or better weapon to hit; Immune to fire; Sleep, charm and hold ineffective|Standard|Heated weapon, constriction; +1 weapon to hit, fire and limited spell immunity|M|High|Chaotic Evil|Nil|Nil|Rare|2--5|75\%|F|VI|825\+10/hp
satyr|Satyr|||15|5|18"|5|1|2--8|2--8|20\% carry a magical weapon|Surprised only on a 1; 90\% undetectable|50\%|20\% magic weapon; Surprised only on 1, 90\% undetectable, MR 50\%|M|Very|Neutral|Nil|Nil|Uncommon|2--8|40\%|I, X|V|280\+5/hp
satyr_piper|Satyr Piper||Satyr|15|5|18"|5|1|2--8|2--8|Magic pipes cause charm, sleep or fear; 20\% carry a magical weapon|Surprised only on a 1; 90\% undetectable|50\%|Magic pipes, 20\% magic weapon; Surprised only on 1, 90\% undetectable, MR 50\%|M|Very|Neutral|Nil|Nil|Uncommon|1 per band|40\%|I, X|VI|580\+5/hp
scorpion_giant|Giant Scorpion|||13|3|15"|5+5|3|1--10\?1--10\?1--4|2\x1--10\?1--4|Sting poison causes death|Nil|Standard|Save-or-die poison sting|M|Non-|Neutral|Nil|Nil|Uncommon|1--4|50\%|D|VI|650\+6/hp
sea_hag|Sea Hag|||16|7|15"|3|1|By dagger|By dagger|Appearance halves Strength for 1--6 turns; Death gaze 3/day at 3"|Nil|50\%|Weakening appearance, death gaze; MR 50\%|M|Average|Chaotic Evil|Nil|Nil|Uncommon|1--4|10\%|C, Y|VI|600\+3/hp
sea_horse_giant|Giant Sea Horse|||16|7|24"|2--4|1|1--4 to 2--8|1--4 to 2--8|Nil|Nil|Standard||M to L|Semi-|Neutral|Nil|Nil|Common|1--20|Nil|Nil|II|35\+3/hp
sea_horse_giant_2hd|Giant Sea Horse|||16|7|24"|2|1|1--4|1--4|Nil|Nil|Standard||M|Semi-|Neutral|Nil|Nil|Common|1--20|Nil|Nil|I|20\+2/hp
sea_horse_giant_3hd|Giant Sea Horse|||16|7|24"|3|1|2--5|2--5|Nil|Nil|Standard||M|Semi-|Neutral|Nil|Nil|Common|1--20|Nil|Nil|II|35\+3/hp
sea_horse_giant_4hd|Giant Sea Horse|||15|7|24"|4|1|2--8|2--8|Nil|Nil|Standard||L|Semi-|Neutral|Nil|Nil|Common|1--20|Nil|Nil|III|60\+4/hp
sea_lion|Sea Lion|||13|5\,(3)|18"|6|3|1--6\?1--6\?2--12|2\x1--6\?2--12|Nil|Nil|Standard||L|Semi-|Neutral|Nil|Nil|Uncommon|3--12|20\%|B|III|150\+6/hp
shadow|Shadow|||16|7|12"|3+3|1|2--5|2--5|Drain 1 Strength per hit; Victim reduced to 0 Strength becomes a shadow|+1 or better weapon to hit; Immune to sleep, charm, hold and cold; 90\% undetectable except in bright light|Special|Strength drain; +1 weapon to hit, spell and cold immunity, 90\% undetectable|M|Low|Chaotic Evil|Nil|Nil|Rare|2--20|40\%|F|V|265\+4/hp
shambling_mound|Shambling Mound|||12|0|6"|8--11|2|2--16\?2--16|2\x2--16|Suffocation in 2--8 rounds after both attacks hit|Immune to fire; Lightning adds 1 HD; Cold and weapons inflict half or no damage; Resists crushing|See below|Suffocation; AC 0, fire immunity, lightning absorption, cold, weapon and crushing resistance|L (6'--9' tall)|Low|Neutral|Nil|Nil|Rare|1--3|30\%|B, T, X|VII|1800\+10/hp
shambling_mound_8hd|8-HD Shambling Mound||Shambling Mound|12|0|6"|8|2|2--16\?2--16|2\x2--16|Suffocation in 2--8 rounds after both attacks hit|Immune to fire; Lightning adds 1 HD; Cold and weapons inflict half or no damage; Resists crushing|See below|Suffocation; AC 0, fire immunity, lightning absorption, cold, weapon and crushing resistance|L (6'--9' tall)|Low|Neutral|Nil|Nil|Rare|1--3|30\%|B, T, X|VII|1800\+10/hp
shambling_mound_9hd|9-HD Shambling Mound||Shambling Mound|12|0|6"|9|2|2--16\?2--16|2\x2--16|Suffocation in 2--8 rounds after both attacks hit|Immune to fire; Lightning adds 1 HD; Cold and weapons inflict half or no damage; Resists crushing|See below|Suffocation; AC 0, fire immunity, lightning absorption, cold, weapon and crushing resistance|L (6'--9' tall)|Low|Neutral|Nil|Nil|Rare|1--3|30\%|B, T, X|VII|2900\+12/hp
shambling_mound_10hd|10-HD Shambling Mound||Shambling Mound|10|0|6"|10|2|2--16\?2--16|2\x2--16|Suffocation in 2--8 rounds after both attacks hit|Immune to fire; Lightning adds 1 HD; Cold and weapons inflict half or no damage; Resists crushing|See below|Suffocation; AC 0, fire immunity, lightning absorption, cold, weapon and crushing resistance|L (6'--9' tall)|Low|Neutral|Nil|Nil|Rare|1--3|30\%|B, T, X|VIII|4350\+14/hp
shambling_mound_11hd|11-HD Shambling Mound||Shambling Mound|10|0|6"|11|2|2--16\?2--16|2\x2--16|Suffocation in 2--8 rounds after both attacks hit|Immune to fire; Lightning adds 1 HD; Cold and weapons inflict half or no damage; Resists crushing|See below|Suffocation; AC 0, fire immunity, lightning absorption, cold, weapon and crushing resistance|L (6'--9' tall)|Low|Neutral|Nil|Nil|Rare|1--3|30\%|B, T, X|VIII|6500\+16/hp
shark|Shark|||16\?15\?13\?12|6|24"|3--8|1|2--5 or 2--8 or 3--12|2--5 or 2--8 or 3--12|Nil|Nil|Standard||M to L|Non-|Neutral|Nil|Nil|Common|3--12|Nil|Nil|III|150\+6/hp
shark_3hd|3-HD Shark||Shark|16|6|24"|3|1|2--5|2--5|Nil|Nil|Standard||M to L|Non-|Neutral|Nil|Nil|Common|3--12|Nil|Nil|II|35\+3/hp
shark_4hd|4-HD Shark||Shark|15|6|24"|4|1|2--5|2--5|Nil|Nil|Standard||M to L|Non-|Neutral|Nil|Nil|Common|3--12|Nil|Nil|III|60\+4/hp
shark_5hd|5-HD Shark||Shark|15|6|24"|5|1|2--8|2--8|Nil|Nil|Standard||M to L|Non-|Neutral|Nil|Nil|Common|3--12|Nil|Nil|III|90\+5/hp
shark_6hd|6-HD Shark||Shark|13|6|24"|6|1|2--8|2--8|Nil|Nil|Standard||M to L|Non-|Neutral|Nil|Nil|Common|3--12|Nil|Nil|III|150\+6/hp
shark_7hd|7-HD Shark||Shark|13|6|24"|7|1|3--12|3--12|Nil|Nil|Standard||M to L|Non-|Neutral|Nil|Nil|Common|3--12|Nil|Nil|IV|225\+8/hp
shark_8hd|8-HD Shark||Shark|12|6|24"|8|1|3--12|3--12|Nil|Nil|Standard||M to L|Non-|Neutral|Nil|Nil|Common|3--12|Nil|Nil|V|375\+10/hp
shark_giant|Giant Shark|||10\?9\?8|5|18"|10--15|1|4--16 or 5--20 or 6--24|4--16 or 5--20 or 6--24|Swallow whole|Nil|Standard|Swallow whole|L|Non-|Neutral|Nil|Nil|Rare|1--3|Nil|Nil|VII|3000\+18/hp
shark_giant_10hd|10-HD Giant Shark||Giant Shark|10|5|18"|10|1|4--16|4--16|Swallow whole|Nil|Standard|Swallow whole|L|Non-|Neutral|Nil|Nil|Rare|1--3|Nil|Nil|VII|1500\+14/hp
shark_giant_11hd|11-HD Giant Shark||Giant Shark|10|5|18"|11|1|4--16|4--16|Swallow whole|Nil|Standard|Swallow whole|L|Non-|Neutral|Nil|Nil|Rare|1--3|Nil|Nil|VII|2150\+16/hp
shark_giant_12hd|12-HD Giant Shark||Giant Shark|9|5|18"|12|1|5--20|5--20|Swallow whole|Nil|Standard|Swallow whole|L|Non-|Neutral|Nil|Nil|Rare|1--3|Nil|Nil|VII|2150\+16/hp
shark_giant_13hd|13-HD Giant Shark||Giant Shark|9|5|18"|13|1|5--20|5--20|Swallow whole|Nil|Standard|Swallow whole|L|Non-|Neutral|Nil|Nil|Rare|1--3|Nil|Nil|VII|3000\+18/hp
shark_giant_14hd|14-HD Giant Shark||Giant Shark|8|5|18"|14|1|6--24|6--24|Swallow whole|Nil|Standard|Swallow whole|L|Non-|Neutral|Nil|Nil|Rare|1--3|Nil|Nil|VII|3000\+18/hp
shark_giant_15hd|15-HD Giant Shark||Giant Shark|8|5|18"|15|1|6--24|6--24|Swallow whole|Nil|Standard|Swallow whole|L|Non-|Neutral|Nil|Nil|Rare|1--3|Nil|Nil|VIII|4000\+20/hp
shedu|Shedu|||10|4|12"/24"|9+9|2|1--6\?1--6|2\x1--6|Psionics at 9th-level mastery; Ethereal at will; Astral and ethereal travel|Protection from evil in a 10' radius|25\%|Psionics, etherealness and planar travel; Protection from evil aura, MR 25\%|L|Exceptional|Lawful Good|70--100|All\?All|Rare|2--8|25\%|G|VII|3000\+14/hp
shrieker|Shrieker|||16|7|1"|3|0|Nil|Nil|Nil|Noise attracts wandering monsters|Standard|Noise attracts wandering monsters|S to L|Non-|Neutral|Nil|Nil|Common|2--8|0\%|Nil|II|35\+3/hp
skeleton|Skeleton|||19|7|12"|1|1|1--6|1--6|Nil|Half damage from sharp or edged weapons; Blunt weapons and fire inflict normal damage; Holy water inflicts 2--8|Immune to sleep, charm, hold and cold-based spells|Half damage from non-blunt weapons; Spell immunity; Holy-water vulnerability|M|Non-|Neutral|Nil|Nil|Rare|3--30|Nil|Nil|I|14\+1/hp
skunk_giant|Giant Skunk|||15|7|9"|5|1|1--6|1--6|Squirt musk: blindness for 1--8 hours or nausea for 2--8 turns|Musk causes creatures with human or better smell to flee unless they save versus poison|Standard|Blinding or nauseating musk; Musk odor causes flight|M|Animal|Neutral|Nil|Nil|Uncommon|1|Nil|Nil|IV|165\+5/hp
slithering_tracker|Slithering Tracker|||15|5|12"|5|0|Nil|Nil|Contact paralyzes; Drains all plasma in 6 turns|95\% undetectable; Flows through tiny openings and stalks sleeping prey|Standard|Paralysis and plasma drain; 95\% undetectable, flows through tiny openings|S (5\half' long)|Average|Neutral|Nil|Nil|Rare|1|10\%|Nil|V|280\+5/hp
slug_giant|Giant Slug|||9|8|6"|12|1|1--12|1--12|Acid missile discharge at up to 6"|Immune to blunt weapons; Requires sharp-edged or magical attacks|Standard|Acid missile; Blunt-weapon immunity|L|Non-|Neutral|Nil|Nil|Uncommon|1|Nil|Nil|VII|2700\+16/hp
snake_amphisbaena|Amphisbaena||Giant Snake|13|3|12"|6|2|1--3\?1--3|2\x1--3|Both heads have poisonous fangs|Immune to cold-based attacks|Standard|Two poisonous bites; Cold immunity|M|Animal|Neutral|Nil|Nil|Very rare|1--3|Nil|Nil|V|475\+6/hp
snake_constrictor|Giant Constrictor Snake||Giant Snake|13|5|9"|6+1|2|1--4\?2--8|1--4\?2--8|Continuing constriction for 2--8 per round|Nil|Standard|Continuing constriction|L|Animal|Neutral|Nil|Nil|Uncommon|1--2|Nil|Nil|V|350\+8/hp
snake_poisonous|Giant Poisonous Snake||Giant Snake|15|5|15"|4+2|1|1--3|1--3|Poison inflicts 3--18 even if saved|Nil|Standard|Poison (3--18 even if saved)|L|Animal|Neutral|Nil|Nil|Uncommon|1--6|Nil|Nil|V|390\+5/hp
snake_sea|Giant Sea Snake|||12|5|12"|8--10|2|1--6\?3--18|1--6\?3--18|Poisonous bite; Constricts small vessels for 10\% of their total value per round|Nil|Standard|Poison and vessel constriction|L|Animal|Neutral|Nil|Nil|Uncommon|1|Nil|Nil|VII|1300\+12/hp
snake_sea_8hd|8-HD Giant Sea Snake||Giant Sea Snake|12|5|12"|8|2|1--6\?3--18|1--6\?3--18|Poisonous bite; Constricts small vessels for 10\% of their total value per round|Nil|Standard|Poison and vessel constriction|L|Animal|Neutral|Nil|Nil|Uncommon|1|Nil|Nil|VI|825\+10/hp
snake_sea_9hd|9-HD Giant Sea Snake||Giant Sea Snake|12|5|12"|9|2|1--6\?3--18|1--6\?3--18|Poisonous bite; Constricts small vessels for 10\% of their total value per round|Nil|Standard|Poison and vessel constriction|L|Animal|Neutral|Nil|Nil|Uncommon|1|Nil|Nil|VII|1300\+12/hp
snake_sea_10hd|10-HD Giant Sea Snake||Giant Sea Snake|10|5|12"|10|2|1--6\?3--18|1--6\?3--18|Poisonous bite; Constricts small vessels for 10\% of their total value per round|Nil|Standard|Poison and vessel constriction|L|Animal|Neutral|Nil|Nil|Uncommon|1|Nil|Nil|VII|1950\+14/hp
snake_spitting|Giant Spitting Snake||Giant Snake|15|5|12"|4+2|1|1--3|1--3|Poisonous bite; Poisonous spittle at up to 3"|Nil|Standard|Poisonous bite and missile discharge|M|Animal|Neutral|Nil|Nil|Rare|1--4|Nil|Nil|V|430\+5/hp
spectre|Spectre|||13|2|15"/30"|7+3|1|1--8|1--8|Drains 2 experience levels; Victim drained below 0 becomes a half-strength spectre|+1 or better weapon to hit; Immune to sleep, charm, hold, cold, poison and paralysis|See below|Two-level energy drain; +1 weapon to hit, spell, cold, poison and paralysis immunity|M|High|Lawful Evil|Nil|Nil|Rare|1--6|20\%|Q (\x3), X, Y|VII|1625\+10/hp
sphinx_andro|Androsphinx||Sphinx|9|-2|18"/30"|12|2|2--12\?2--12|2\x2--12|Spells as a 6th-level cleric; Three escalating roars cause fear, paralysis/deafness, then weakness/stunning/damage|Nil|Standard|Cleric spells; Three-stage roar|L (8' tall)|Exceptional|Chaotic Good|Nil|Nil|Very rare|1|60\%|U|VIII|5250\+16/hp
sphinx_crio|Criosphinx||Sphinx|10|0|12"/24"|10|3|2--8\?2--8\?3--18|2\x2--8\?3--18|Nil|Nil|Standard|AC 0|L (7\half' tall)|Average|Neutral|Nil|Nil|Rare|1--4|30\%|F|VII|1350\+14/hp
sphinx_gyno|Gynosphinx||Sphinx|12|-1|15"/24"|8|2|2--8\?2--8|2\x2--8|Minor divination spells; Dispel magic, remove curse and legend lore; Each symbol once/week|Nil|Standard|Minor and major spell use, symbol suite; AC -1|L (7' tall)|Genius|Neutral|Nil|Nil|Rare|1|15\%|R, X|VII|1550\+10/hp
sphinx_hieraco|Hieracosphinx||Sphinx|12|1|9"/36"|9|3|2--8\?2--8\?1--10|2\x2--8\?1--10|Nil|Nil|Standard||L (7' tall)|Low|Chaotic Evil|Nil|Nil|Rare|1--6|20\%|E|VI|600\+12/hp
spider_giant|Giant Spider|||15|4|3"/12"|4+4|1|2--8|2--8|Webs as a web spell; Poisonous bite|Nil|Standard|Web entrapment, poison|L|Low|Chaotic Evil|Nil|Nil|Uncommon|1--8|70\%|C|V|315\+5/hp
spider_huge|Huge Spider||Spider|16|6|18"|2+2|1|1--6|1--6|Poison; Surprise on 1--5|Nil|Standard|Poison, surprise on 1--5|M|Animal|Neutral|Nil|Nil|Common|1--12|50\%|J--N, Q|III|105\+3/hp
spider_large|Large Spider||Spider|18|8|6"*15"|1+1|1|1|1|Poison (\+2 on save)|Nil|Standard|Poison (\+2)|S|Non-|Neutral|Nil|Nil|Common|2--20|60\%|J--N|III|65\+2/hp
spider_phase|Phase Spider|||13|7|6"*15"|5+5|1|1--6|1--6|Phases in to deliver a poisonous bite (save at -2); Webs as a web spell|Impervious to nearly all attacks while out of phase|Standard|Tactical phasing, web entrapment, strong poison; Out-of-phase immunity|L|Low|Neutral|Nil|Nil|Rare|1--4|75\%|E|VI|725\+6/hp
spider_water_giant|Giant Water Spider|||16|5|15"|3+3|1|1--4|1--4|Poisonous bite|Nil|Standard|Poison|M|Semi-|Neutral|Nil|Nil|Common|1--10|90\%|J--N, Q|IV|190\+4/hp
